Title,Year,Link,Authors,Abstract
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01468/full,Piera Filippi; Bruno Gingras; W. Tecumseh Fitch,"This study investigates word-learning using a new experimental paradigm that integrates three processes: extracting a word out of a continuous sound sequence, inferring its referential meanings in context, mapping the segmented word onto its broader intended referent, such as other objects of the same semantic category, and to novel utterances. Previous work has examined the role of statistical learning and/or of prosody in each of these processes separately. Here, we combine these strands of investigation into a single experimental approach, in which participants viewed a photograph belonging to one of three semantic categories while hearing a complex, five-word utterance containing a target word. Six between-subjects conditions were tested with adult participants each. In condition , the only cue to word-meaning mapping was the co-occurrence of word and referents. This statistical cue was present in all conditions. In condition , the target word was sounded at a higher pitch. In condition , random words were sounded at a higher pitch, creating an inconsistent cue. In condition , the duration of the target word was lengthened. In conditions and , an extraneous acoustic cue and a visual cue were associated with the target word, respectively. Performance in this word-learning task was significantly higher than that observed with simple co-occurrence only when pitch prominence consistently marked the target word. We discuss implications for the pragmatic value of pitch marking as well as the relevance of our findings to language acquisition and language evolution."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01491/full,"Frøydis Morken; Turid Helland,; Kenneth Hugdahl,,; Karsten Specht,","This fMRI study aimed to examine how differences in literacy processing demands may affect cortical activation patterns in - to -year-old children with dyslexia as compared to children with typical reading skills. Eleven children with and without dyslexia were assessed using a reading paradigm based on different stages of literacy development. In the analyses, six regions showed an interaction effect between group and condition in a factorial ANOVA. These regions were selected as regions of interest for further analyses. Overall, the dyslexia group showed cortical hyperactivation compared to the typical group. The difference between the groups tended to increase with increasing processing demands. Differences in cortical activation were not reflected in in-scanner reading performance. The six regions further grouped into three patterns, which are discussed in terms of processing demands, compensatory mechanisms, orthography and contextual facilitation. We conclude that the observed hyperactivation is chiefly a result of compensatory activity, modulated by other factors."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01490/full,"Niklas Rönnberg,; Mary Rudner,; Thomas Lunner,,; Stefan Stenfelt,","Listening in noise is often perceived to be effortful. This is partly because cognitive resources are engaged in separating the target signal from background noise, leaving fewer resources for storage and processing of the content of the message in working memory. The Auditory Inference Span Test is designed to assess listening effort by measuring the ability to maintain and process heard information. The aim of this study was to use AIST to investigate the effect of background noise types and signal-to-noise ratio on listening effort, as a function of working memory capacity and updating ability . The AIST was administered in three types of background noise: steady-state speech-shaped noise, amplitude modulated speech-shaped noise, and unintelligible speech. Three SNRs targeting % speech intelligibility or better were used in each of the three noise types, giving nine different conditions. The reading span test assessed WMC, while UA was assessed with the letter memory test. Twenty young adults with normal hearing participated in the study. Results showed that AIST performance was not influenced by noise type at the same intelligibility level, but became worse with worse SNR when background noise was speech-like. Performance on AIST also decreased with increasing memory load level. Correlations between AIST performance and the cognitive measurements suggested that WMC is of more importance for listening when SNRs are worse, while UA is of more importance for listening in easier SNRs. The results indicated that in young adults with normal hearing, the effort involved in listening in noise at high intelligibility levels is independent of the noise type. However, when noise is speech-like and intelligibility decreases, listening effort increases, probably due to extra demands on cognitive resources added by the informational masking created by the speech fragments and vocal sounds in the background noise."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01498/full,Alberto Inuggi; Federica Sassi; Alejandro Castillo; Guillermo Campoy; Letizia Leocani; José M. García Santos; Luis J. Fuentes,"Introduction: We used an affective prime task composed of emotional prime faces and target words with either positive or negative valence. By asking subjects to attend to either the faces’ emotional expression or to the glasses’ shape, we assessed whether angry facial expressions were processed when they were unattended and task-irrelevant.Methods: We conducted a distributed source analysis on the corresponding event-related potentials focused on the early activity of face processing and attention networks’ related areas. We also evaluated the magnitude of the affective priming effect.Results: We observed a reduction of occipitotemporal areas’ activation to unattended compared to attended faces and a modulation of primary visual areas’ activity lateralization. The latter was more right lateralized for attended than for unattended faces, and emotional faces were more right lateralized than neutral ones only in the former condition. Affective priming disappeared when emotional expressions of prime faces were ignored. Moreover, an increased activation in the right temporo–parietal junction , but not in the intraparietal sulcus, was observed only for unattended angry facial expressions at ∼ ms after face presentation.Conclusion: We suggest that attentional resources affect the early processing in visual and occipito-temporal areas, irrespective of the faces’ threatening content. The disappearance of the affective priming effect suggests that when subjects were asked to focus on glasses’ shape, attentional resources were not available to process the facial emotional expression, even though emotion-relevant and emotion-irrelevant features of the face were presented in the same position. On the other hand, unattended angry faces evoked a pre-attentive TPJ activity, which most likely represents a bottom–up trigger that signals their high behavioral relevance, although it is unrelated to task demands."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01459/full,"Filomena Anelli,; Luisa Lugli; Giulia Baroni; Anna M. Borghi,; Roberto Nicoletti",Previous research demonstrates that the processing of spatial information and numerical magnitude are strictly interwoven. Recent studies also provide converging evidence that number processing is influenced by body movements. In the present study we further investigate this issue by focusing on whether and how motions experienced with the whole body can influence arithmetical calculations. We asked participants to make additions or subtractions while experiencing leftward and rightward motions. Data revealed the emergence of a congruency effect between the orientation inferred by the type of arithmetical calculations and the type of motions experienced along an horizontal axis.
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01440/full,"Christine E. Parsons,; Katherine S. Young,; Else-Marie E. Jegindø; Peter Vuust,; Alan Stein; Morten L. Kringelbach,","Crying is the most powerful auditory signal of infant need. Adults’ ability to perceive and respond to crying is important for infant survival and in the provision of care. This study investigated a number of listener variables that might impact on adults’ perception of infant cry distress, namely parental status, musical training, and empathy. Sensitivity to infant distress was tested using a previously validated task, which experimentally manipulated distress by varying the pitch of infant cries. This task required that participants discriminate between pitch differences and interpret these as differences in infant distress. Parents with musical training showed a significant advantage on this task when compared with parents without. The extent of the advantage was correlated with the amount of self-reported musical training. For non-parents, individual differences in empathy were associated with task performance, with higher empathy scores corresponding to greater sensitivity to infant distress. We suggest that sensitivity to infant distress can be impacted by a number of listener variables, and may be amenable to training."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01502/full,Ekaterini Georgiadou; Kerstin Gruner-Labitzke; Hinrich Köhler; Martina de Zwaan; Astrid Müller,"Initial evidence that cognitive function improves after bariatric surgery exists. The post-surgery increase in cognitive control might correspond with a decrease of impulsive symptoms after surgery. The present study investigated cognitive function and nonfood-related impulsivity in patients with substantial weight loss due to bariatric surgery by using a comparative cross-sectional design. Fifty post-bariatric surgery patients who had significant percent weight loss after Roux-en-Y gastric bypass were compared with age and gender matched bariatric surgery candidates . To measure cognitive function the following computer-assisted behavioral tasks were utilized: Iowa Gambling Task, Tower of Hanoi, Stroop Test, Trail Making Test-Part B, and Corsi Block Tapping Test. Impulsive symptoms and behaviors were assessed using impulsivity questionnaires and a structured interview for impulse control disorders . No group differences were found with regard to performance-based cognitive control, self-reported impulsive symptoms, and ICDs. The results indicate that the general tendency to react impulsively does not differ between pre-surgery and post-surgery patients. The question of whether nonfood-related impulsivity in morbidly obese patients changes post-surgery should be addressed in longitudinal studies given that impulsive symptoms can be considered potential targets for pre- as well post-surgery interventions."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01449/full,Kira Gor,"Second language learners perform worse than native speakers under adverse listening conditions, such as speech in noise . No data are available on heritage language speakers’ ability to perceive SPIN. The current study fills this gap and investigates the perception of Russian speech in multi-talker babble noise by the matched groups of high- and low-proficiency heritage speakers and late second language learners of Russian who were native speakers of English. The study includes a control group of Russian native speakers. It manipulates the noise level , and context cloze probability . The results of the SPIN task are compared to the tasks testing the control of phonology, AXB discrimination and picture-word discrimination, and lexical knowledge, a word translation task, in the same participants. The increased phonological sensitivity of HSs interacted with their ability to rely on top–down processing in sentence integration, use contextual cues, and build expectancies in the high-noise/high-context condition in a bootstrapping fashion. HSs outperformed oral proficiency-matched late second language learners on SPIN task and two tests of phonological sensitivity. The outcomes of the SPIN experiment support both the early naturalistic advantage and the role of proficiency in HSs. HSs’ ability to take advantage of the high-predictability context in the high-noise condition was mitigated by their level of proficiency. Only high-proficiency HSs, but not any other non-native group, took advantage of the high-predictability context that became available with better phonological processing skills in high-noise. The study thus confirms high-proficiency HSs’ nativelike ability to combine bottom–up and top–down cues in processing SPIN."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01421/full,"Heidi Kjøgx,; Robert Zachariae; Mogens Pfeiffer-Jensen; Helge Kasch; Peter Svensson,; Troels S. Jensen,; Lene Vase,","Background: Pain frequency has been shown to influence sensitization, psychological distress, and pain modulation. The present study examined if pain frequency moderates the relationship between pain catastrophizing and pain.Method: A non-clinical and a clinical sample completed the Danish versions of the Pain Catastrophizing Scale , Beck Depression Inventory, and the State Trait Anxiety Inventory and rated pain intensity, unpleasantness and frequency.Results: In both samples, high pain frequency was found to moderate the association between pain catastrophizing and pain intensity, whereas low pain frequency did not. The psychometric properties and the factor structure of the Danish version of the PCS were confirmed.Conclusions: This is the first study to validate the Danish version of the PCS and to show that pain frequency moderates the relationship between pain catastrophizing and reported pain in both non-clinical and clinical populations."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01465/full,Ju-Chi Yu; Ting-Yun Chang; Cheng-Ta Yang,"We investigated the relationship between working memory capacity and workload capacity . Each participant performed an operation span task to measure his/her WMC and three redundant-target detection tasks to measure his/her WLC. WLC was computed non-parametrically and parametrically . Both levels of analyses showed that participants high in WMC had larger WLC than those low in WMC only when redundant information came from visual and auditory modalities, suggesting that high-WMC participants had superior processing capacity in dealing with redundant visual and auditory information. This difference was eliminated when multiple processes required processing for only a single working memory subsystem in a color-shape detection task and a double-dot detection task. These results highlighted the role of executive control in integrating and binding information from the two working memory subsystems for perceptual decision making."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01476/full,"Anneke D. M. Haddad,; Freya Harrison,; Thomas Norman,; Jennifer Y. F. Lau,","There is a paucity of experimental data addressing how peers influence adolescent risk-taking. Here, we examined peer effects on risky decision-making in adults and adolescents using a virtual social context that enabled experimental control over the peer “interactions.” adolescents and adults completed a risk-taking task under four conditions: in private; while being observed by peers; and after receiving ‘risky’ or ‘safe’ advice from the peers. For high-risk gambles , adolescents made more risky decisions under peer observation than adults. Adolescents, but not adults, tended to resist ‘safe’ advice for high-risk gambles. Although both groups tended to follow ‘risky’ advice for high-risk gambles, adults did so more than adolescents. These findings highlight the importance of distinguishing between the effects of peer observation and peer advice on risky decision-making."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01473/full,Katja Jäger; Mirko Schmidt; Achim Conzelmann; Claudia M. Roebers,"The aim of the present study was to investigate the effects of an acute physical activity intervention that included cognitive engagement on executive functions and on cortisol level in young elementary school children. Half of the participating children attended a -min sport sequence, which included cognitively engaging and playful forms of physical activity. The other half was assigned to a resting control condition. Individual differences in children's updating, inhibition, and shifting performance as well as salivary cortisol were assessed before , immediately after , and min after the intervention or control condition, respectively. Results revealed a significantly stronger improvement in inhibition in the experimental group compared to the control group, while it appeared that acute physical activity had no specific effect on updating and shifting. The intervention effect on inhibition leveled out min after physical activity. Salivary cortisol increased significantly more in the experimental compared to the control group between post-test and follow-up and results support partly the assumed inverted U-shaped relationship between cortisol level and cognitive performance. In conclusion, results indicate that acute physical activity that includes cognitive engagement may have immediate positive effects on inhibition, but not necessarily on updating and shifting in elementary school children. This positive effect may partly be explained through cortisol elevation after acute physical activity."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01483/full,Margaret T. Lynn; Paul S. Muhle-Karbe; Henk Aarts; Marcel Brass,"Weakening belief in the concept of free will yields pronounced effects upon social behavior, typically promoting selfish and aggressive over pro-social and helping tendencies. Belief manipulations have furthermore been shown to modulate basic and unconscious processes involved in motor control and self-regulation. Yet, to date, it remains unclear how high-level beliefs can impact such a wide range of behaviors. Here, we tested the hypothesis that priming disbelief in free will diminishes the sense of agency, i.e., the intrinsic sensation of being in control of one’s own actions. To this end, we measured participants’ implicit and explicit self-agency under both anti-free will and control conditions. Priming disbelief in free will reduced implicit but not explicit components of agency. These findings suggest that free will beliefs have a causal impact on the pre-reflective feeling of being in control of one’s actions, and solidify previous proposals that implicit and explicit agency components tap into distinct facets of action awareness."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01471/full,"Karin Ensink; Nicolas Berthelot; Odette Bernazzani; Lina Normandin; Peter Fonagy,","The aim of this study was to examine preliminary evidence of the validity of the Trauma Reflective Functioning Scale and to investigate reflective functioning and attachment in pregnant women with histories of trauma, with a particular focus on the capacity to mentalize regarding trauma and its implications for adaptation to pregnancy and couple functioning. The Adult Attachment Interview was used to assess attachment, unresolved trauma and mentalization regarding relationships with attachment figures and trauma in pregnant women with histories of abuse and neglect. The majority of women had insecure attachment states of mind and approximately half were unresolved regarding trauma. Furthermore, the majority of women manifested deficits specific to RF-T. Their RF-T was significantly lower than their RF-G; the findings indicate that women with histories of childhood abuse and neglect do not manifest a generic inhibition of reflectiveness, but a collapse of mentalization specific to trauma. Low RF-T, indicative of difficulty in considering traumatic experiences in mental state terms, was associated with difficulty in investment in the pregnancy and lack of positive feelings about the baby and motherhood. In addition, low RF-T was also associated with difficulties in intimate relationships. Results of a regression analysis with RF indicated that RF-T was the best predictor of investment in pregnancy and couple functioning. In sum, the study provides preliminary evidence that RF-T can be reliably measured and is a valid construct that has potential usefulness for research and clinical practice. It highlights the importance of mentalization specifically about trauma and suggests that it is not the experience of trauma per se, but the absence of mentalization regarding trauma that is associated with difficulties in close relationships and in making the transition to parenthood."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01461/full,Anthony S. Barnhart; Stephen D. Goldinger,"Recent studies have suggested that magic tricks can provide a powerful and compelling domain for the study of attention and perception. In particular, many stage illusions involve attentional misdirection, guiding the observer's gaze to a salient object or event, while another critical action, such as sleight of hand, is taking place. Even if the critical action takes place in full view, people typically fail to see it due to inattentional blindness . In an eye-tracking experiment, participants watched videos of a new magic trick, wherein a coin placed beneath a napkin disappears, reappearing under a different napkin. Appropriately deployed attention would allow participants to detect the “secret” event that underlies the illusion , as it happens in full view and is visible for approximately ms. Nevertheless, we observed high rates of IB. Unlike prior research, eye-movements during the critical event showed different patterns for participants, depending upon whether they saw the moving coin. The results also showed that when participants watched several “practice” videos without any moving coin, they became far more likely to detect the coin in the critical trial. Taken together, the findings are consistent with perceptual load theory ."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01445/full,"Hyein Cho; Christine A. Godwin; Mark W. Geisler; Ezequiel Morsella,","The conscious field includes not only representations about external stimuli , but also conscious contents associated with internal states, such as action-related intentions . Although understudied, the latter may provide unique insights into the nature of consciousness. To illuminate these phenomena, in a new experimental paradigm [Reflexive Imagery Task ], participants were instructed to not subvocalize the names of visually-presented objects. Each object was presented for s on a screen. Participants indicated whenever they involuntarily subvocalized the object name. Research has revealed that it is difficult to suppress such subvocalizations, which occur on over % of the trials. Can the effect survive if one intentionally generates a competing conscious content? If so, this would suggest that intentional and unintentional contents can co-exist simultaneously in consciousness in interesting ways. To investigate this possibility, in one condition, participants were instructed to reiteratively subvocalize a speech sound throughout the trial. This internally generated content is self-generated and intentional. Involuntary subvocalizations of object names still arose on over % of the trials. One could hypothesize that subvocalizations occurred because of the pauses between the intended speech sounds, but this is inconsistent with the observation that comparable results arose even when participants subvocalized a continuous, unbroken hum throughout the trial. Regarding inter-content interactions, the continuous hum and object name seem to co-exist simultaneously in consciousness. This intriguing datum requires further investigation. We discuss the implications of this new paradigm for the study of internally-generated conscious contents."
,2014,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2014.01451/full,Laura Steenbergen; Roberta Sellaro; Lorenza S. Colzato,"The link between serotonin and one of the most important elements of prosocial behavior, charity, has remained largely uninvestigated. In the present study, we tested whether charitable donating can be promoted by administering the food supplement L-Tryptophan , the biochemical precursor of -HT. Participants were compared with respect to the amount of money they donated when given the opportunity to make a charitable donation. As expected, compared to a neutral placebo, TRP appears to increase the participants’ willingness to donate money to a charity. This result supports the idea that the food we eat may act as a cognitive enhancer modulating the way we think and perceive the world and others."
